PriorityRank,EmployeeNumber,AttritionPropensity,Flagged,RiskBand,ReplacementLiability,ExpectedLoss,JobRole,Department,OverTime,JobLevel,YearsAtCompany,YearsSinceLastPromotion,StockOptionLevel,ActualOutcome_ValidationOnly
542,353,0.4411,0,High,86168,38011.0,Research Scientist,Research & Development,No,1,1,0,0,Stayed
543,1419,0.441,0,High,86168,37997.0,Human Resources,Human Resources,No,3,10,0,0,Stayed
544,1927,0.4407,0,High,86168,37975.0,Sales Executive,Sales,Yes,2,7,0,1,Stayed
545,760,0.4392,0,High,86168,37848.0,Human Resources,Human Resources,No,2,8,3,1,Stayed
546,1583,0.4392,0,High,86168,37845.0,Sales Executive,Sales,No,2,3,1,0,Stayed
547,277,0.4388,0,High,86168,37811.0,Research Scientist,Research & Development,Yes,1,5,2,1,Stayed
548,577,0.4383,0,High,86168,37763.0,Laboratory Technician,Research & Development,No,1,5,4,0,Stayed
549,305,0.4356,0,High,86168,37533.0,Research Scientist,Research & Development,No,1,3,1,0,Stayed
550,1411,0.4334,0,High,86168,37345.0,Laboratory Technician,Research & Development,No,1,3,0,0,Stayed
551,529,0.4333,0,High,86168,37340.0,Research Scientist,Research & Development,Yes,2,13,10,2,Stayed
552,1609,0.4328,0,High,86168,37289.0,Research Scientist,Research & Development,No,1,6,1,1,Stayed
553,1790,0.4318,0,High,86168,37206.0,Healthcare Representative,Research & Development,Yes,3,12,5,1,Stayed
554,2027,0.431,0,High,86168,37140.0,Research Scientist,Research & Development,Yes,1,2,2,3,Left
555,1534,0.43,0,High,86168,37055.0,Laboratory Technician,Research & Development,No,1,5,1,0,Left
556,1066,0.4298,0,High,86168,37039.0,Sales Executive,Sales,No,2,7,7,1,Stayed
557,1428,0.4297,0,High,86168,37025.0,Sales Executive,Sales,No,2,3,0,2,Stayed
558,905,0.4296,0,High,86168,37015.0,Manager,Research & Development,No,4,31,14,1,Stayed
559,1119,0.4283,0,High,86168,36908.0,Sales Executive,Sales,Yes,3,8,2,2,Stayed
560,618,0.4283,0,High,86168,36907.0,Sales Executive,Sales,No,2,0,0,2,Stayed
561,834,0.4282,0,High,86168,36894.0,Research Scientist,Research & Development,No,1,1,0,0,Stayed
562,1912,0.4281,0,High,86168,36888.0,Sales Executive,Sales,Yes,2,5,1,1,Stayed
563,416,0.428,0,High,86168,36881.0,Sales Executive,Sales,No,2,8,7,1,Stayed
564,977,0.4275,0,High,86168,36838.0,Research Scientist,Research & Development,No,1,1,0,0,Left
565,1931,0.4271,0,High,86168,36806.0,Research Scientist,Research & Development,No,1,5,1,1,Stayed
566,1160,0.4271,0,High,86168,36799.0,Laboratory Technician,Research & Development,No,1,2,2,1,Left
567,1883,0.4265,0,High,86168,36754.0,Laboratory Technician,Research & Development,No,1,3,1,0,Stayed
568,1865,0.4256,0,High,86168,36673.0,Human Resources,Human Resources,No,1,1,0,0,Stayed
569,1373,0.4256,0,High,86168,36669.0,Manufacturing Director,Research & Development,Yes,4,19,15,1,Stayed
570,448,0.4248,0,High,86168,36602.0,Laboratory Technician,Research & Development,No,2,9,0,1,Stayed
571,764,0.4246,0,High,86168,36584.0,Healthcare Representative,Research & Development,No,2,7,0,0,Stayed
572,39,0.4242,0,High,86168,36555.0,Laboratory Technician,Research & Development,No,1,1,0,0,Stayed
573,649,0.4241,0,High,86168,36543.0,Research Scientist,Research & Development,Yes,1,6,1,1,Stayed
574,887,0.4241,0,High,86168,36543.0,Research Scientist,Research & Development,No,1,4,0,1,Stayed
575,643,0.4241,0,High,86168,36541.0,Laboratory Technician,Research & Development,No,1,1,0,1,Stayed
576,1465,0.4237,0,High,86168,36505.0,Manufacturing Director,Research & Development,Yes,3,3,1,2,Stayed
577,85,0.4236,0,High,86168,36496.0,Manufacturing Director,Research & Development,No,2,6,0,0,Stayed
578,1749,0.4233,0,High,86168,36473.0,Sales Executive,Sales,No,2,5,0,1,Stayed
579,1138,0.4227,0,High,86168,36425.0,Sales Executive,Sales,No,4,9,2,1,Stayed
580,878,0.4226,0,High,86168,36418.0,Human Resources,Human Resources,No,1,5,0,0,Stayed
581,982,0.4215,0,High,86168,36320.0,Sales Executive,Sales,No,3,8,7,1,Stayed
582,1924,0.4204,0,High,86168,36229.0,Sales Executive,Sales,No,2,10,0,0,Stayed
583,743,0.4203,0,High,86168,36213.0,Manufacturing Director,Research & Development,Yes,3,1,0,0,Stayed
584,975,0.4188,0,High,86168,36088.0,Sales Executive,Sales,No,2,5,1,0,Stayed
585,1996,0.4188,0,High,86168,36085.0,Sales Representative,Sales,No,1,2,1,1,Stayed
586,1700,0.418,0,High,86168,36014.0,Sales Executive,Sales,No,2,6,1,2,Stayed
587,100,0.4173,0,High,86168,35955.0,Sales Executive,Sales,No,2,15,2,0,Stayed
588,2032,0.417,0,High,86168,35933.0,Laboratory Technician,Research & Development,No,1,10,9,1,Left
589,1952,0.4165,0,High,86168,35892.0,Laboratory Technician,Research & Development,No,1,7,7,0,Stayed
590,1945,0.415,0,High,86168,35757.0,Sales Executive,Sales,No,2,5,0,1,Stayed
591,224,0.4145,0,High,86168,35719.0,Research Scientist,Research & Development,Yes,1,1,0,1,Stayed
592,1753,0.4139,0,High,86168,35664.0,Healthcare Representative,Research & Development,Yes,2,3,0,0,Stayed
593,1659,0.4135,0,High,86168,35634.0,Laboratory Technician,Research & Development,No,1,4,1,0,Stayed
594,1179,0.4134,0,High,86168,35618.0,Sales Executive,Sales,No,2,10,1,1,Stayed
595,701,0.4128,0,High,86168,35570.0,Research Scientist,Research & Development,Yes,1,1,1,0,Left
596,16,0.4118,0,High,86168,35480.0,Research Scientist,Research & Development,No,1,5,4,1,Stayed
597,1786,0.41,0,High,86168,35329.0,Manager,Research & Development,No,3,2,2,0,Stayed
598,1648,0.4091,0,High,86168,35248.0,Research Scientist,Research & Development,No,1,4,1,0,Stayed
599,1219,0.4074,0,High,86168,35104.0,Laboratory Technician,Research & Development,No,1,1,0,1,Left
600,616,0.4065,0,High,86168,35025.0,Healthcare Representative,Research & Development,Yes,2,8,0,0,Stayed
601,2040,0.4061,0,High,86168,34991.0,Human Resources,Human Resources,Yes,3,9,1,0,Stayed
602,1709,0.4059,0,High,86168,34974.0,Laboratory Technician,Research & Development,No,1,5,1,1,Stayed
603,1501,0.4057,0,High,86168,34960.0,Healthcare Representative,Research & Development,Yes,2,3,1,0,Stayed
604,249,0.4054,0,High,86168,34929.0,Laboratory Technician,Research & Development,No,1,3,0,1,Stayed
605,833,0.4046,0,High,86168,34867.0,Manufacturing Director,Research & Development,Yes,2,0,0,0,Stayed
606,1907,0.4046,0,High,86168,34866.0,Laboratory Technician,Research & Development,No,1,4,1,0,Left
607,1754,0.4037,0,High,86168,34786.0,Sales Executive,Sales,No,3,7,1,1,Stayed
608,1477,0.4037,0,High,86168,34785.0,Sales Executive,Sales,No,2,4,0,2,Stayed
609,1220,0.4037,0,High,86168,34785.0,Sales Executive,Sales,No,2,10,0,1,Stayed
610,451,0.4035,0,High,86168,34771.0,Healthcare Representative,Research & Development,No,3,1,0,1,Stayed
611,1028,0.4028,0,High,86168,34707.0,Laboratory Technician,Research & Development,No,1,3,1,1,Stayed
612,956,0.4028,0,High,86168,34706.0,Sales Executive,Sales,No,2,7,0,0,Stayed
613,507,0.4024,0,High,86168,34675.0,Sales Executive,Sales,Yes,2,5,0,1,Stayed
614,766,0.4019,0,High,86168,34633.0,Sales Representative,Sales,No,1,2,2,2,Stayed
615,582,0.4006,0,High,86168,34523.0,Manager,Research & Development,Yes,3,7,7,0,Left
616,164,0.4001,0,High,86168,34476.0,Research Scientist,Research & Development,No,1,5,4,0,Stayed
617,1050,0.4001,0,High,86168,34476.0,Sales Executive,Sales,No,3,15,6,1,Stayed
618,1360,0.3983,0,Moderate,86168,34321.0,Manufacturing Director,Research & Development,Yes,3,10,5,0,Left
619,2068,0.3973,0,Moderate,86168,34230.0,Laboratory Technician,Research & Development,No,2,4,1,0,Stayed
620,1816,0.3968,0,Moderate,86168,34192.0,Manufacturing Director,Research & Development,No,3,7,0,0,Stayed
621,1310,0.3968,0,Moderate,86168,34188.0,Research Scientist,Research & Development,No,1,5,0,0,Left
622,657,0.3962,0,Moderate,86168,34141.0,Research Scientist,Research & Development,No,1,1,0,0,Stayed
623,22,0.3959,0,Moderate,86168,34116.0,Laboratory Technician,Research & Development,Yes,1,1,0,2,Stayed
624,31,0.3956,0,Moderate,86168,34090.0,Research Scientist,Research & Development,No,1,4,1,0,Left
625,1881,0.3954,0,Moderate,86168,34073.0,Laboratory Technician,Research & Development,No,2,10,0,1,Stayed
626,521,0.3951,0,Moderate,86168,34046.0,Laboratory Technician,Research & Development,No,2,1,0,1,Stayed
627,578,0.3949,0,Moderate,86168,34025.0,Laboratory Technician,Research & Development,No,2,1,0,0,Stayed
628,1226,0.3946,0,Moderate,86168,33998.0,Sales Representative,Sales,No,1,2,2,0,Stayed
629,474,0.3927,0,Moderate,86168,33838.0,Research Scientist,Research & Development,Yes,2,7,6,2,Stayed
630,712,0.3927,0,Moderate,86168,33834.0,Sales Executive,Sales,No,2,2,2,0,Stayed
631,1553,0.3899,0,Moderate,86168,33599.0,Healthcare Representative,Research & Development,No,3,10,7,3,Stayed
632,684,0.3895,0,Moderate,86168,33566.0,Sales Executive,Sales,No,2,1,0,2,Left
633,677,0.3895,0,Moderate,86168,33565.0,Sales Executive,Sales,No,2,5,1,0,Stayed
634,35,0.3888,0,Moderate,86168,33500.0,Sales Executive,Sales,No,2,9,4,1,Stayed
635,144,0.3884,0,Moderate,86168,33468.0,Laboratory Technician,Research & Development,No,1,0,0,0,Stayed
636,1813,0.3882,0,Moderate,86168,33448.0,Research Scientist,Research & Development,No,1,3,1,0,Stayed
637,690,0.3879,0,Moderate,86168,33428.0,Sales Executive,Sales,No,2,6,1,1,Stayed
638,547,0.3874,0,Moderate,86168,33386.0,Research Scientist,Research & Development,No,2,5,0,1,Stayed
639,926,0.3867,0,Moderate,86168,33323.0,Manufacturing Director,Research & Development,Yes,2,3,0,1,Left
640,121,0.3856,0,Moderate,86168,33229.0,Sales Executive,Sales,Yes,2,11,2,3,Stayed
641,721,0.3836,0,Moderate,86168,33054.0,Healthcare Representative,Research & Development,No,2,20,11,0,Stayed
642,1242,0.3836,0,Moderate,86168,33053.0,Research Director,Research & Development,Yes,3,1,0,0,Stayed
643,183,0.3835,0,Moderate,86168,33042.0,Sales Executive,Sales,No,2,2,2,0,Stayed
644,300,0.3833,0,Moderate,86168,33024.0,Research Scientist,Research & Development,No,1,6,1,0,Left
645,888,0.3826,0,Moderate,86168,32964.0,Laboratory Technician,Research & Development,No,1,5,3,0,Stayed
646,1399,0.3816,0,Moderate,86168,32882.0,Sales Executive,Sales,No,2,3,1,0,Stayed
647,141,0.3814,0,Moderate,86168,32868.0,Research Director,Research & Development,Yes,5,8,0,0,Stayed
648,1836,0.3804,0,Moderate,86168,32778.0,Sales Executive,Sales,No,2,5,1,0,Stayed
649,1948,0.3798,0,Moderate,86168,32726.0,Research Scientist,Research & Development,Yes,1,4,2,1,Stayed
650,842,0.3795,0,Moderate,86168,32703.0,Sales Executive,Sales,No,2,9,7,0,Left
651,731,0.3794,0,Moderate,86168,32691.0,Manager,Human Resources,No,5,21,12,3,Stayed
652,1683,0.3785,0,Moderate,86168,32614.0,Human Resources,Human Resources,Yes,1,2,2,3,Stayed
653,15,0.3782,0,Moderate,86168,32587.0,Laboratory Technician,Research & Development,Yes,2,9,0,0,Stayed
654,1392,0.3778,0,Moderate,86168,32555.0,Research Scientist,Research & Development,Yes,2,6,3,2,Stayed
655,827,0.3777,0,Moderate,86168,32544.0,Manufacturing Director,Research & Development,Yes,2,4,0,1,Stayed
656,1293,0.3765,0,Moderate,86168,32444.0,Sales Executive,Sales,No,3,21,15,0,Stayed
657,1692,0.3763,0,Moderate,86168,32422.0,Laboratory Technician,Research & Development,No,1,1,0,0,Left
658,241,0.375,0,Moderate,86168,32317.0,Research Scientist,Research & Development,Yes,1,2,2,1,Stayed
659,602,0.374,0,Moderate,86168,32223.0,Laboratory Technician,Research & Development,No,1,8,0,1,Stayed
660,749,0.3734,0,Moderate,86168,32174.0,Sales Representative,Sales,No,1,1,0,0,Stayed
661,1135,0.373,0,Moderate,86168,32141.0,Sales Representative,Sales,No,1,2,2,1,Stayed
662,1598,0.3715,0,Moderate,86168,32013.0,Sales Executive,Sales,No,2,5,1,1,Stayed
663,1440,0.3714,0,Moderate,86168,32005.0,Laboratory Technician,Research & Development,No,1,6,1,0,Stayed
664,536,0.3706,0,Moderate,86168,31931.0,Laboratory Technician,Research & Development,No,2,10,1,1,Stayed
665,967,0.3701,0,Moderate,86168,31887.0,Sales Executive,Sales,Yes,3,16,3,1,Left
666,1156,0.3697,0,Moderate,86168,31860.0,Laboratory Technician,Research & Development,No,1,0,0,0,Left
667,852,0.3687,0,Moderate,86168,31768.0,Healthcare Representative,Research & Development,No,2,5,2,0,Stayed
668,1929,0.3683,0,Moderate,86168,31736.0,Sales Executive,Sales,No,2,3,1,1,Stayed
669,1550,0.3673,0,Moderate,86168,31654.0,Manager,Human Resources,Yes,4,21,7,0,Stayed
670,1046,0.3672,0,Moderate,86168,31640.0,Laboratory Technician,Research & Development,No,1,8,7,0,Stayed
671,1260,0.3663,0,Moderate,86168,31562.0,Healthcare Representative,Research & Development,Yes,2,6,1,2,Stayed
672,586,0.3657,0,Moderate,86168,31512.0,Healthcare Representative,Research & Development,Yes,3,8,0,0,Stayed
673,1006,0.3654,0,Moderate,86168,31490.0,Research Scientist,Research & Development,No,1,2,0,1,Stayed
674,126,0.3629,0,Moderate,86168,31268.0,Research Director,Research & Development,No,3,4,0,1,Stayed
675,473,0.3627,0,Moderate,86168,31253.0,Manager,Sales,No,3,0,0,1,Stayed
676,366,0.3591,0,Moderate,86168,30944.0,Sales Executive,Sales,No,2,0,0,2,Stayed
677,518,0.3591,0,Moderate,86168,30943.0,Manufacturing Director,Research & Development,Yes,2,1,0,0,Stayed
678,1885,0.3576,0,Moderate,86168,30817.0,Research Scientist,Research & Development,Yes,2,5,0,1,Stayed
679,1922,0.3571,0,Moderate,86168,30767.0,Healthcare Representative,Research & Development,No,2,4,0,0,Stayed
680,1585,0.3565,0,Moderate,86168,30716.0,Sales Executive,Sales,No,2,1,0,0,Stayed
681,200,0.3564,0,Moderate,86168,30713.0,Laboratory Technician,Research & Development,No,1,5,1,1,Stayed
682,184,0.3559,0,Moderate,86168,30670.0,Human Resources,Human Resources,Yes,2,11,4,0,Stayed
683,422,0.3556,0,Moderate,86168,30638.0,Healthcare Representative,Research & Development,Yes,2,5,1,1,Stayed
684,580,0.3527,0,Moderate,86168,30390.0,Sales Executive,Sales,Yes,3,3,1,1,Stayed
685,573,0.3523,0,Moderate,86168,30360.0,Sales Executive,Sales,No,3,18,13,0,Stayed
686,1725,0.3489,0,Moderate,86168,30068.0,Laboratory Technician,Research & Development,No,1,6,1,3,Stayed
687,1681,0.3483,0,Moderate,86168,30009.0,Sales Executive,Sales,Yes,2,6,1,1,Stayed
688,53,0.3482,0,Moderate,86168,30004.0,Laboratory Technician,Research & Development,No,1,1,0,1,Stayed
689,2049,0.3456,0,Moderate,86168,29778.0,Healthcare Representative,Research & Development,Yes,2,10,0,2,Stayed
690,1562,0.3444,0,Moderate,86168,29674.0,Sales Executive,Sales,No,2,10,6,1,Left
691,526,0.343,0,Moderate,86168,29559.0,Healthcare Representative,Research & Development,Yes,2,5,0,0,Stayed
692,961,0.3411,0,Moderate,86168,29390.0,Healthcare Representative,Research & Development,Yes,2,9,8,2,Stayed
693,1560,0.3398,0,Moderate,86168,29276.0,Sales Executive,Sales,No,2,2,2,1,Stayed
694,1080,0.3397,0,Moderate,86168,29272.0,Research Scientist,Research & Development,Yes,2,16,1,3,Stayed
695,809,0.3395,0,Moderate,86168,29257.0,Manager,Research & Development,No,5,24,14,1,Stayed
696,291,0.3378,0,Moderate,86168,29111.0,Sales Executive,Sales,No,3,14,9,0,Left
697,60,0.3366,0,Moderate,86168,29005.0,Sales Executive,Sales,No,2,9,8,0,Stayed
698,1102,0.3348,0,Moderate,86168,28849.0,Laboratory Technician,Research & Development,No,1,4,2,1,Stayed
699,569,0.3339,0,Moderate,86168,28769.0,Manager,Research & Development,No,4,27,15,1,Stayed
700,134,0.3323,0,Moderate,86168,28636.0,Research Scientist,Research & Development,No,1,1,0,0,Stayed
701,131,0.3315,0,Moderate,86168,28564.0,Sales Executive,Sales,No,4,37,1,0,Stayed
702,1042,0.331,0,Moderate,86168,28521.0,Laboratory Technician,Research & Development,No,1,17,15,0,Left
703,481,0.3305,0,Moderate,86168,28478.0,Sales Executive,Sales,No,3,13,1,1,Stayed
704,150,0.3288,0,Moderate,86168,28334.0,Laboratory Technician,Research & Development,No,1,5,1,1,Stayed
705,174,0.3281,0,Moderate,86168,28268.0,Sales Executive,Sales,No,3,2,2,0,Stayed
706,1954,0.3274,0,Moderate,86168,28212.0,Healthcare Representative,Research & Development,No,2,5,0,1,Stayed
707,1361,0.3272,0,Moderate,86168,28195.0,Laboratory Technician,Research & Development,No,1,4,0,1,Stayed
708,1294,0.327,0,Moderate,86168,28176.0,Manufacturing Director,Research & Development,Yes,2,16,5,0,Stayed
709,691,0.3253,0,Moderate,86168,28032.0,Research Scientist,Research & Development,No,2,17,11,0,Stayed
710,1340,0.325,0,Moderate,86168,28007.0,Research Scientist,Research & Development,No,1,4,0,1,Stayed
711,592,0.3237,0,Moderate,86168,27892.0,Sales Executive,Sales,No,3,10,9,0,Stayed
712,523,0.3237,0,Moderate,86168,27892.0,Sales Executive,Sales,No,2,3,1,1,Stayed
713,207,0.3235,0,Moderate,86168,27879.0,Sales Executive,Sales,No,3,9,3,0,Stayed
714,1814,0.3233,0,Moderate,86168,27855.0,Healthcare Representative,Research & Development,No,2,3,1,0,Stayed
715,1722,0.3231,0,Moderate,86168,27840.0,Human Resources,Human Resources,No,2,3,1,1,Stayed
716,1706,0.322,0,Moderate,86168,27748.0,Sales Executive,Sales,Yes,2,10,8,1,Stayed
717,1581,0.3219,0,Moderate,86168,27737.0,Research Scientist,Research & Development,No,1,1,0,0,Stayed
718,1719,0.3207,0,Moderate,86168,27630.0,Research Director,Research & Development,No,4,21,8,0,Stayed
719,486,0.3206,0,Moderate,86168,27627.0,Laboratory Technician,Research & Development,No,1,5,0,1,Stayed
720,1736,0.3206,0,Moderate,86168,27622.0,Manufacturing Director,Research & Development,No,2,5,1,0,Stayed
721,1073,0.3203,0,Moderate,86168,27598.0,Manufacturing Director,Research & Development,No,3,14,7,0,Stayed
722,936,0.3198,0,Moderate,86168,27553.0,Sales Executive,Sales,No,2,5,0,0,Stayed
723,1349,0.3197,0,Moderate,86168,27545.0,Sales Executive,Sales,No,2,9,1,1,Stayed
724,462,0.3196,0,Moderate,86168,27541.0,Manufacturing Director,Research & Development,Yes,3,11,4,0,Stayed
725,620,0.3184,0,Moderate,86168,27440.0,Sales Executive,Sales,No,2,5,0,0,Stayed
726,1746,0.3184,0,Moderate,86168,27433.0,Human Resources,Human Resources,No,1,2,2,1,Stayed
727,1241,0.3182,0,Moderate,86168,27415.0,Research Scientist,Research & Development,Yes,1,11,5,1,Stayed
728,245,0.3174,0,Moderate,86168,27353.0,Laboratory Technician,Research & Development,No,1,2,2,0,Stayed
729,661,0.3173,0,Moderate,86168,27337.0,Research Director,Research & Development,Yes,4,1,0,1,Stayed
730,1103,0.3172,0,Moderate,86168,27329.0,Healthcare Representative,Research & Development,No,2,6,0,0,Stayed
731,374,0.3154,0,Moderate,86168,27178.0,Manager,Research & Development,Yes,5,36,4,0,Stayed
732,601,0.3151,0,Moderate,86168,27150.0,Manufacturing Director,Research & Development,No,4,20,5,0,Stayed
733,151,0.3129,0,Moderate,86168,26966.0,Research Scientist,Research & Development,No,2,1,0,1,Stayed
734,1807,0.3128,0,Moderate,86168,26954.0,Laboratory Technician,Research & Development,No,2,7,0,1,Left
735,1254,0.3111,0,Moderate,86168,26804.0,Sales Executive,Sales,No,2,6,0,0,Stayed
736,1352,0.3108,0,Moderate,86168,26783.0,Manager,Human Resources,Yes,4,33,0,1,Stayed
737,1369,0.3108,0,Moderate,86168,26777.0,Laboratory Technician,Research & Development,No,2,9,0,1,Stayed
738,95,0.3104,0,Moderate,86168,26743.0,Research Scientist,Research & Development,No,1,1,1,0,Stayed
739,1364,0.3093,0,Moderate,86168,26650.0,Sales Representative,Sales,No,1,1,0,1,Stayed
740,206,0.3086,0,Moderate,86168,26593.0,Laboratory Technician,Research & Development,No,2,17,0,1,Stayed
741,1739,0.3086,0,Moderate,86168,26589.0,Sales Executive,Sales,No,3,4,0,1,Stayed
742,223,0.3083,0,Moderate,86168,26561.0,Healthcare Representative,Research & Development,Yes,3,5,1,1,Stayed
743,497,0.3082,0,Moderate,86168,26558.0,Laboratory Technician,Research & Development,No,1,5,0,1,Stayed
744,231,0.3081,0,Moderate,86168,26552.0,Research Scientist,Research & Development,No,1,5,1,0,Stayed
745,58,0.3074,0,Moderate,86168,26484.0,Research Director,Research & Development,No,5,22,15,0,Left
746,1949,0.3067,0,Moderate,86168,26428.0,Laboratory Technician,Research & Development,No,1,5,0,0,Stayed
747,1554,0.3064,0,Moderate,86168,26398.0,Sales Representative,Sales,No,1,5,4,2,Stayed
748,1200,0.3061,0,Moderate,86168,26378.0,Research Scientist,Research & Development,Yes,1,6,0,0,Left
749,38,0.3056,0,Moderate,86168,26333.0,Manager,Sales,No,5,2,2,0,Stayed
750,1495,0.3043,0,Moderate,86168,26221.0,Sales Representative,Sales,No,1,1,0,1,Stayed
751,1162,0.304,0,Moderate,86168,26193.0,Research Scientist,Research & Development,No,1,4,2,1,Stayed
752,2046,0.3038,0,Moderate,86168,26178.0,Sales Executive,Sales,No,2,5,0,0,Stayed
753,825,0.3036,0,Moderate,86168,26158.0,Research Director,Research & Development,Yes,5,31,13,0,Left
754,800,0.3035,0,Moderate,86168,26156.0,Sales Executive,Sales,No,2,4,1,1,Stayed
755,244,0.3035,0,Moderate,86168,26151.0,Sales Executive,Sales,No,3,24,15,3,Stayed
756,1847,0.3022,0,Moderate,86168,26043.0,Research Scientist,Research & Development,Yes,2,1,0,1,Stayed
757,605,0.301,0,Moderate,86168,25938.0,Manufacturing Director,Research & Development,Yes,3,10,5,1,Stayed
758,595,0.301,0,Moderate,86168,25937.0,Sales Executive,Sales,No,2,9,6,1,Stayed
759,1257,0.2996,0,Moderate,86168,25812.0,Research Scientist,Research & Development,No,1,11,0,0,Stayed
760,314,0.2994,0,Moderate,86168,25796.0,Sales Executive,Sales,No,3,10,0,0,Stayed
761,966,0.2987,0,Moderate,86168,25742.0,Manufacturing Director,Research & Development,No,2,8,6,1,Stayed
762,957,0.298,0,Moderate,86168,25674.0,Laboratory Technician,Research & Development,Yes,1,18,2,0,Stayed
763,1673,0.2969,0,Moderate,86168,25580.0,Sales Executive,Sales,No,2,10,0,2,Stayed
764,838,0.2966,0,Moderate,86168,25554.0,Research Scientist,Research & Development,No,1,5,1,0,Stayed
765,340,0.2949,0,Moderate,86168,25407.0,Research Scientist,Research & Development,No,1,3,0,1,Stayed
766,230,0.2943,0,Moderate,86168,25356.0,Sales Executive,Sales,No,2,8,0,0,Stayed
767,1732,0.2942,0,Moderate,86168,25347.0,Sales Executive,Sales,Yes,3,10,0,1,Stayed
768,1193,0.2941,0,Moderate,86168,25340.0,Research Scientist,Research & Development,No,1,1,0,0,Stayed
769,828,0.2941,0,Moderate,86168,25339.0,Research Scientist,Research & Development,No,1,2,2,0,Left
770,623,0.2929,0,Moderate,86168,25236.0,Manufacturing Director,Research & Development,No,3,6,1,0,Stayed
771,1390,0.2928,0,Moderate,86168,25231.0,Sales Executive,Sales,Yes,2,5,1,2,Stayed
772,698,0.2928,0,Moderate,86168,25227.0,Human Resources,Human Resources,No,3,9,7,1,Stayed
773,1829,0.2926,0,Moderate,86168,25213.0,Healthcare Representative,Research & Development,No,2,7,7,1,Stayed
774,1617,0.2925,0,Moderate,86168,25207.0,Laboratory Technician,Research & Development,No,1,9,1,1,Stayed
775,780,0.2924,0,Moderate,86168,25197.0,Research Scientist,Research & Development,Yes,1,10,7,0,Left
776,1163,0.2909,0,Moderate,86168,25070.0,Sales Executive,Sales,No,2,6,1,0,Stayed
777,379,0.29,0,Moderate,86168,24990.0,Research Scientist,Research & Development,No,1,3,1,0,Stayed
778,496,0.289,0,Moderate,86168,24899.0,Healthcare Representative,Research & Development,No,2,1,0,0,Stayed
779,1034,0.2879,0,Moderate,86168,24804.0,Healthcare Representative,Research & Development,Yes,2,8,6,2,Stayed
780,1482,0.2878,0,Moderate,86168,24798.0,Research Scientist,Research & Development,No,1,1,0,2,Stayed
781,2044,0.2874,0,Moderate,86168,24764.0,Sales Executive,Sales,No,2,6,0,2,Left
782,933,0.2866,0,Moderate,86168,24692.0,Research Scientist,Research & Development,No,1,1,0,0,Stayed
783,747,0.2863,0,Moderate,86168,24668.0,Sales Executive,Sales,No,2,8,7,1,Stayed
784,969,0.2841,0,Moderate,86168,24483.0,Healthcare Representative,Research & Development,No,2,5,1,0,Stayed
785,632,0.2832,0,Moderate,86168,24400.0,Sales Representative,Sales,No,1,2,2,2,Stayed
786,1101,0.2831,0,Moderate,86168,24396.0,Research Scientist,Research & Development,No,2,13,3,0,Left
787,1356,0.2808,0,Moderate,86168,24192.0,Sales Executive,Sales,No,2,10,9,0,Stayed
788,1558,0.2798,0,Moderate,86168,24106.0,Research Scientist,Research & Development,No,1,1,0,2,Stayed
789,1708,0.2795,0,Moderate,86168,24086.0,Sales Executive,Sales,No,3,10,8,0,Stayed
790,1062,0.2786,0,Moderate,86168,24006.0,Healthcare Representative,Research & Development,No,2,4,0,0,Stayed
791,211,0.2779,0,Moderate,86168,23946.0,Manufacturing Director,Research & Development,No,2,1,0,0,Stayed
792,1794,0.2772,0,Moderate,86168,23886.0,Human Resources,Human Resources,No,2,10,4,0,Stayed
793,1744,0.2768,0,Moderate,86168,23851.0,Human Resources,Human Resources,No,3,5,0,2,Stayed
794,1324,0.2766,0,Moderate,86168,23830.0,Sales Executive,Sales,Yes,3,10,9,1,Stayed
795,1768,0.2758,0,Moderate,86168,23766.0,Laboratory Technician,Research & Development,No,1,5,0,3,Stayed
796,1453,0.2745,0,Moderate,86168,23651.0,Sales Executive,Sales,No,3,13,9,1,Stayed
797,1441,0.2736,0,Moderate,86168,23575.0,Research Scientist,Research & Development,No,1,3,1,1,Stayed
798,775,0.2732,0,Moderate,86168,23545.0,Manufacturing Director,Research & Development,No,2,0,0,1,Stayed
799,1068,0.2727,0,Moderate,86168,23501.0,Research Scientist,Research & Development,No,1,5,1,2,Stayed
800,1678,0.2712,0,Moderate,86168,23371.0,Sales Executive,Sales,Yes,3,2,0,0,Stayed
801,1303,0.2689,0,Moderate,86168,23170.0,Research Scientist,Research & Development,No,1,2,2,0,Stayed
802,705,0.2688,0,Moderate,86168,23163.0,Research Scientist,Research & Development,No,1,3,0,1,Stayed
803,1854,0.2676,0,Moderate,86168,23055.0,Research Scientist,Research & Development,No,1,6,3,2,Stayed
804,52,0.2672,0,Moderate,86168,23028.0,Sales Executive,Sales,No,2,5,1,2,Stayed
805,1233,0.2662,0,Moderate,86168,22936.0,Sales Executive,Sales,Yes,2,11,1,1,Stayed
806,1864,0.2661,0,Moderate,86168,22932.0,Sales Representative,Sales,No,2,9,5,1,Stayed
807,1314,0.2651,0,Moderate,86168,22846.0,Human Resources,Human Resources,No,1,7,5,0,Stayed
808,1882,0.2649,0,Moderate,86168,22829.0,Sales Executive,Sales,Yes,3,5,1,3,Stayed
809,813,0.2645,0,Moderate,86168,22789.0,Laboratory Technician,Research & Development,No,2,5,1,1,Stayed
